ncols         42 
nrows         46 
xllcorner     4473059 
yllcorner     5543787 
cellsize      5 
NODATA_value  -9999 
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	0.3588	0.6778	0.9934	1.3122	1.00245	0.7233992	0.4075488	0.08369835	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-0.0506	-0.3649	-0.6776	-1.0075	-0.6786504	1.7185	2.1051	2.4684	2.16055	1.852799	1.626049	1.674876	-9999	-9999	-9999	0.3135516	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-0.0754	-0.3631	-0.6875	-1.0302	-1.3832	-1.7318	-1.357301	-0.6786504	2.9344	3.4375	3.8567	4.1277	3.62925	3.129799	2.726449	2.656976	0.5595516	0.8915516	1.380452	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-0.0842	-0.3742	-0.6892	-1.0226	-1.3877	-1.7745	-2.1888	-2.6513	-2.406124	-2.035951	-1.357301	-0.6786504	4.2466	4.4594	4.7157	4.9858	4.63835	4.462799	4.049249	3.534198	1.388352	0.8437516	0.6832516	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-0.094	-0.37	-0.6856	-1.0221	-1.3964	-1.848	-2.332	-2.8549	-3.2608	-3.4779	-3.6973	-3.9238	-2.406124	-2.035951	-1.357301	-0.6786504	5.5526	5.8	5.7447	5.35975	5.047599	3.578649	3.020876	0.04305162	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-0.0967	-0.4001	-0.7357	-1.1224	-1.5984	-2.0553	-2.4634	-2.859	-3.1787	-3.3908	-3.6041	-3.8131	-4.0023	-4.2493	-4.5613	-2.714602	-2.035951	-1.357301	-0.6786504	5.6915	6.0264	5.859	5.3108	4.08885	2.728099	1.197449	0.1832758	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-0.1247	-0.5015	-0.9686	-1.5192	-1.8707	-2.1394	-2.4328	-2.755	-3.0476	-3.2615	-3.4542	-3.649	-3.9025	-4.2072	-4.8071	-4.8671	-4.812248	-4.812248	-4.812248	-2.406124	-2.035951	-1.357301	-0.6786504	4.6584	3.9867	3.2624	2.5812	1.46005	0.3938992	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-0.2452	-0.7512	-1.2997	-1.6413	-1.8848	-2.1261	-2.3353	-2.624	-2.912	-3.1288	-3.3098	-3.5141	-3.8526	-4.4156	-4.5163	-4.7194	-4.9432	-5.1598	-5.2882	-4.812248	-4.812248	-4.812248	-4.812248	-2.406124	-2.035951	-1.357301	-0.6786504	2.1052	1.6669	1.4982	0.7349496	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
